"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","AUT","Austria","2014","2014",417059.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","AUT","Austria","2015","2015",431091.5,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","AUT","Austria","2016","2016",459839.3,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","AUT","Austria","2017","2017",480672.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","AUT","Austria","2018","2018",502771.1,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","AUT","Austria","2019","2019",520286.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","BEL","Belgium","2010","2010",434371.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","BEL","Belgium","2011","2011",451932.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","BEL","Belgium","2012","2012",469720.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","BEL","Belgium","2013","2013",487343.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","BEL","Belgium","2014","2014",503619.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","BEL","Belgium","2015","2015",521017.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","BEL","Belgium","2016","2016",550808.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","BEL","Belgium","2017","2017",577007,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","BEL","Belgium","2018","2018",597058.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","BEL","Belgium","2019","2019",615686,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","CAN","Canada","2010","2010",1364055.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","CAN","Canada","2011","2011",1430806.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","CAN","Canada","2012","2012",1468094.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","CAN","Canada","2013","2013",1554123.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","CAN","Canada","2014","2014",1621396.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","CAN","Canada","2015","2015",1594899.5,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","CAN","Canada","2016","2016",1678387.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","CAN","Canada","2017","2017",1777241.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","CAN","Canada","2018","2018",1855771.2,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","CAN","Canada","2019","2019",1915804.1,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","CZE","Czech Republic","2010","2010",290017,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","CZE","Czech Republic","2011","2011",302260.2,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","CZE","Czech Republic","2012","2012",305309.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","CZE","Czech Republic","2013","2013",320535.1,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","CZE","Czech Republic","2014","2014",339582.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","CZE","Czech Republic","2015","2015",355311.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","CZE","Czech Republic","2016","2016",379085.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","CZE","Czech Republic","2017","2017",407774.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","CZE","Czech Republic","2018","2018",429336,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","CZE","Czech Republic","2019","2019",449870.3,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","DNK","Denmark","2010","2010",238726.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","DNK","Denmark","2011","2011",247352.3,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","DNK","Denmark","2012","2012",250524.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","DNK","Denmark","2013","2013",262368.1,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","DNK","Denmark","2014","2014",270330.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","DNK","Denmark","2015","2015",278823.2,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","DNK","Denmark","2016","2016",297689,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","DNK","Denmark","2017","2017",317448.1,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","DNK","Denmark","2018","2018",331502.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","DNK","Denmark","2019","2019",344104,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","FIN","Finland","2010","2010",209077,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","FIN","Finland","2011","2011",220471.1,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","FIN","Finland","2012","2012",221285.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","FIN","Finland","2013","2013",225680,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","FIN","Finland","2014","2014",228058.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","FIN","Finland","2015","2015",232930.1,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","FIN","Finland","2016","2016",246903.5,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","FIN","Finland","2017","2017",261536.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","FIN","Finland","2018","2018",272319,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","FIN","Finland","2019","2019",279028.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","FRA","France","2010","2010",2336237.1,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","FRA","France","2011","2011",2446475.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","FRA","France","2012","2012",2474003.9,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","FRA","France","2013","2013",2608522.5,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","FRA","France","2014","2014",2662033.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","FRA","France","2015","2015",2719223,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","FRA","France","2016","2016",2863816.3,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","FRA","France","2017","2017",2994453.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","FRA","France","2018","2018",3110915.2,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","FRA","France","2019","2019",3207780.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","DEU","Germany","2010","2010",3187562,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","DEU","Germany","2011","2011",3415020.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","DEU","Germany","2012","2012",3487232.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","DEU","Germany","2013","2013",3628559.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","DEU","Germany","2014","2014",3807112.9,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","DEU","Germany","2015","2015",3895127.1,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","DEU","Germany","2016","2016",4163898.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","DEU","Germany","2017","2017",4381793.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","DEU","Germany","2018","2018",4514794.3,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","DEU","Germany","2019","2019",4632058.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","GRC","Greece","2010","2010",313282.5,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","GRC","Greece","2011","2011",290296.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","GRC","Greece","2012","2012",279267.2,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","GRC","Greece","2013","2013",286168.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","GRC","Greece","2014","2014",292335.5,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","GRC","Greece","2015","2015",291109.1,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","GRC","Greece","2016","2016",299823.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","GRC","Greece","2017","2017",312843,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","GRC","Greece","2018","2018",325789.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","GRC","Greece","2019","2019",333902.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","HUN","Hungary","2010","2010",215860.9,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","HUN","Hungary","2011","2011",228296.2,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","HUN","Hungary","2012","2012",229637.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","HUN","Hungary","2013","2013",242362.5,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","HUN","Hungary","2014","2014",252630.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","HUN","Hungary","2015","2015",262494.3,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","HUN","Hungary","2016","2016",271844.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","HUN","Hungary","2017","2017",289031.9,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","HUN","Hungary","2018","2018",308700.2,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","HUN","Hungary","2019","2019",330189.2,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","ISL","Iceland","2010","2010",12596.5,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","ISL","Iceland","2011","2011",13005.3,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","ISL","Iceland","2012","2012",13446.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","ISL","Iceland","2013","2013",14296.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","ISL","Iceland","2014","2014",14966.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","ISL","Iceland","2015","2015",16161.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","ISL","Iceland","2016","2016",17786.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","ISL","Iceland","2017","2017",19080.1,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","ISL","Iceland","2018","2018",20366.9,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","ISL","Iceland","2019","2019",21084.2,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","IRL","Ireland","2010","2010",197579.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","IRL","Ireland","2011","2011",205441.2,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","IRL","Ireland","2012","2012",212758.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","IRL","Ireland","2013","2013",221468.3,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","IRL","Ireland","2014","2014",237861.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","IRL","Ireland","2015","2015",324698.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","IRL","Ireland","2016","2016",342011.9,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","IRL","Ireland","2017","2017",375592.5,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","IRL","Ireland","2018","2018",411091.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","IRL","Ireland","2019","2019",444138.9,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","ITA","Italy","2010","2010",2085496.2,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","ITA","Italy","2011","2011",2173170,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","ITA","Italy","2012","2012",2172383.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","ITA","Italy","2013","2013",2187377.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","ITA","Italy","2014","2014",2200255.3,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","ITA","Italy","2015","2015",2241525,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","ITA","Italy","2016","2016",2420426.1,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","ITA","Italy","2017","2017",2529503.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","ITA","Italy","2018","2018",2587030.3,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","ITA","Italy","2019","2019",2649820.2,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","JPN","Japan","2010","2010",4480784.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","JPN","Japan","2011","2011",4573186.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","JPN","Japan","2012","2012",4746699.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","JPN","Japan","2013","2013",4967051.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","JPN","Japan","2014","2014",4986566.2,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","JPN","Japan","2015","2015",5136018.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","JPN","Japan","2016","2016",5076056.9,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","JPN","Japan","2017","2017",5180326.2,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","JPN","Japan","2018","2018",5230146.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","JPN","Japan","2019","2019",5359165.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","KOR","Korea","2010","2010",1572870.3,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","KOR","Korea","2011","2011",1625275.5,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","KOR","Korea","2012","2012",1684562.9,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","KOR","Korea","2013","2013",1726902.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","KOR","Korea","2014","2014",1792600.2,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","KOR","Korea","2015","2015",1933849.1,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","KOR","Korea","2016","2016",2026535.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","KOR","Korea","2017","2017",2105893.1,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","KOR","Korea","2018","2018",2174501.2,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","KOR","Korea","2019","2019",2250927.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","LUX","Luxembourg","2010","2010",43434.5,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","LUX","Luxembourg","2011","2011",47690.5,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","LUX","Luxembourg","2012","2012",48646.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","LUX","Luxembourg","2013","2013",51940.1,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","LUX","Luxembourg","2014","2014",56353.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","LUX","Luxembourg","2015","2015",59096.9,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","LUX","Luxembourg","2016","2016",64399.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","LUX","Luxembourg","2017","2017",67280.2,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","LUX","Luxembourg","2018","2018",71000.3,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","LUX","Luxembourg","2019","2019",74314.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","MEX","Mexico","2010","2010",1741129.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","MEX","Mexico","2011","2011",1911319.1,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","MEX","Mexico","2012","2012",2012767.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","MEX","Mexico","2013","2013",2064490.9,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","MEX","Mexico","2014","2014",2171926.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","MEX","Mexico","2015","2015",2228164,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","MEX","Mexico","2016","2016",2382092.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","MEX","Mexico","2017","2017",2470075.5,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","MEX","Mexico","2018","2018",2573847.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","MEX","Mexico","2019","2019",2612529.5,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NLD","Netherlands","2010","2010",748922.9,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NLD","Netherlands","2011","2011",777880.9,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NLD","Netherlands","2012","2012",792042.3,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NLD","Netherlands","2013","2013",827475.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NLD","Netherlands","2014","2014",830318.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NLD","Netherlands","2015","2015",852113.2,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NLD","Netherlands","2016","2016",890398.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NLD","Netherlands","2017","2017",948181.5,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NLD","Netherlands","2018","2018",991941.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NLD","Netherlands","2019","2019",1030638,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NZL","New Zealand","2010","2010",136011.3,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NZL","New Zealand","2011","2011",143548.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NZL","New Zealand","2012","2012",145451.2,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NZL","New Zealand","2013","2013",160942.2,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NZL","New Zealand","2014","2014",168107.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NZL","New Zealand","2015","2015",172476.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NZL","New Zealand","2016","2016",187683.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NZL","New Zealand","2017","2017",198913.5,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NZL","New Zealand","2018","2018",207247.3,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NZL","New Zealand","2019","2019",215974.8,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NOR","Norway","2010","2010",283373.1,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NOR","Norway","2011","2011",307471.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NOR","Norway","2012","2012",327987.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NOR","Norway","2013","2013",340137.9,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NOR","Norway","2014","2014",338506,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NOR","Norway","2015","2015",313314.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NOR","Norway","2016","2016",308490.9,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NOR","Norway","2017","2017",332135.5,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NOR","Norway","2018","2018",359299,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","NOR","Norway","2019","2019",369916.9,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","POL","Poland","2010","2010",801336.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","POL","Poland","2011","2011",869769.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","POL","Poland","2012","2012",907167.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","POL","Poland","2013","2013",940325,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","POL","Poland","2014","2014",973566.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","POL","Poland","2015","2015",1020174.1,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","POL","Poland","2016","2016",1073934.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","POL","Poland","2017","2017",1145045.1,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","POL","Poland","2018","2018",1208903.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","POL","Poland","2019","2019",1281448.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","PRT","Portugal","2010","2010",288435.9,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","PRT","Portugal","2011","2011",282620.7,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","PRT","Portugal","2012","2012",277991.6,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","PRT","Portugal","2013","2013",292135.4,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","PRT","Portugal","2014","2014",298951.9,,
"ECONPIBN","Gross domestic product (GDP)","MTMOPPMT","Million US$, purchasing power parity","PRT","Portugal","2015","2015",307312.3,,
